Date Moment Magnitude Latitude Longitude Depth Vp Vs Mu Vr T1 T2 Length Width StressDrop RadE tau_a
200007222056 1037 4.151162e+17   5.7454  -4.0700 102.3700  42.0949   7.5166   4.1556  54.6331   3.7401   0.6332   0.3891   4.7361   4.7361  13.6769 1.953530e+13   2.5710
200008030109 1038 8.861068e+18   6.6317 -12.0400 166.4500  43.9455   7.6136   4.2739  58.1163   3.8465   3.8614   2.0651  29.7054  24.1693   1.6607 4.671125e+13   0.3064
200008042113 1040 2.042111e+19   6.8734  48.7900 142.2500  20.6364   6.1042   3.5338  33.6790   3.1804   3.3600   3.1343  21.3726  19.4064   8.5637 9.519599e+14   1.5700
200008090008 1041 2.611527e+18   6.2779 -15.6900 167.9900  10.2727   6.5272   3.7412  39.3042   3.3671   1.3606   1.3606   9.1623   9.1623  11.8837 1.388613e+14   2.0899
200008091141 1042 7.019461e+18   6.5642  18.2000 -102.4800  31.2828   6.8668   3.9021  43.9164   3.5119   1.6762   1.5636  11.7733  11.7733  15.0550 3.040888e+14   1.9025
200008152020 1045 5.894088e+17   5.8469  43.0500 146.7600  37.0808   7.4177   4.1912  55.1552   3.7721   1.1044   1.0302   8.3316   8.3316   3.5669 9.368263e+12   0.8767
200008241136 1048 5.772342e+17   5.8409  -6.0300 102.6900  12.3636   7.1346   4.0652  50.5607   3.6587   1.3606   0.4172   9.9559   9.9559   2.0473 9.906053e+12   0.8677
200008281505 1050 1.733492e+19   6.8259  -4.1100 127.3900  14.1212   7.1018   4.0508  50.0545   3.6457   2.7273   2.7273  19.8860  18.4958   8.6765 4.006957e+14   1.1570
200009011156 1051 1.188099e+18   6.0499   1.4400  96.5900  10.6667   6.9507   3.9629  47.1185   3.5666   1.9263   1.9263  13.7410  13.7410   1.6027 4.390624e+12   0.1741
200009100854 1052 5.678352e+17   5.8361  24.0100 121.5300  23.0222   6.4981   3.7257  38.8575   3.3531   1.1044   1.1044   7.4062   7.4062   4.8923 1.563499e+13   1.0699
200009121627 1053 1.164195e+18   6.0440  -5.4300 101.8200   9.2222   6.9529   3.9642  47.1596   3.5678   1.9263   1.7969  13.7454  13.7454   1.5690 6.071365e+12   0.2459
200009282323 1054 4.974112e+18   6.4645  -0.2200 -80.5800  19.9364   6.5514   3.7757  40.6097   3.3981   2.7273   2.7273  18.5355  17.6486   2.9593 7.816646e+13   0.6382
200010030413 1055 2.849839e+18   6.3032  40.2800 143.1200  23.8081   7.0387   4.0142  48.8185   3.6128   6.2828   0.1470  45.3970  32.0670   0.1903 3.999601e+13   0.6851
200010041658 1056 2.809568e+19   6.9658 -15.4200 166.9100  24.5152   7.3529   4.1621  54.1004   3.7459   5.4670   1.5636  40.9577  29.9408   2.4090 3.971255e+14   0.7647
200010052006 1057 1.900908e+18   6.1860   6.8500 126.8200  34.2222   7.3170   4.1415  53.1288   3.7274   3.8614   0.4472  28.7857  23.6678   0.3847 2.015536e+13   0.5633
200010071157 1058 8.015591e+17   5.9360  -9.9700 119.3800  19.6263   6.2208   3.5852  34.9942   3.2266   0.8964   0.8362   5.7849   5.7849  14.4917 3.886614e+13   1.6968
200010250932 1060 1.769612e+19   6.8319  -6.5500 105.6300  39.7091   7.2495   4.1018  51.1435   3.6916   3.3600   0.8362  24.8078  21.4338   5.1508 8.041400e+14   2.3240
200011061140 1063 5.684234e+17   5.8364  56.1500 -153.4600  22.6667   7.0722   4.0361  48.7684   3.6325   2.2138   2.2138  16.0829  16.0552   0.4796 2.592636e+12   0.2224
200011070018 1064 1.625546e+19   6.8073 -55.6300 -29.8800  22.7172   7.2997   4.1382  53.1463   3.7244   3.8614   3.6020  28.7628  23.6553   3.2959 1.446596e+14   0.4730
200011080659 1065 8.379858e+18   6.6155   7.0400 -77.8300   7.2020   6.0349   3.5168  33.7265   3.1651   6.7352   0.6787  42.6353  30.7529   0.6518 1.512619e+14   0.6088
200011131557 1068 1.005026e+18   6.0015  42.4900 144.7600  28.5960   6.8615   3.8523  43.9175   3.4671   0.6787   0.6787   4.7065   4.7065  33.7397 5.860707e+13   2.5610
200011160454 1069 1.361204e+21   8.0893  -3.9800 152.1700  24.0000   6.8122   3.8931  43.8578   3.5038 101.4392   0.8362 710.8521 200.7056   0.1513 1.574344e+16   0.5073
200011160742 1070 6.675713e+20   7.8830  -5.2300 153.1000  20.6424   7.2350   3.9846  48.9687   3.5862  54.2493   1.6762 389.0931 134.2999   0.2981 3.797030e+15   0.2785
200011172101 1072 5.437930e+20   7.8236  -5.5000 151.7800  12.8182   5.8918   3.4404  31.3685   3.0964  58.1561   2.3732 360.1436 127.5529   0.2904 3.284282e+15   0.1895
200011182305 1075 1.513085e+18   6.1199  -5.3800 153.4500  13.4444   7.1226   3.9141  46.8152   3.5227   1.5636   1.4586  11.0163  11.0163   3.9612 1.611268e+13   0.4985
200011191622 1077 9.342882e+17   5.9803  -4.8000 153.1100  20.3737   6.7309   3.8262  42.5976   3.4436   3.8614   0.7800  26.5938  22.4506   0.2294 5.605281e+12   0.2556
200011211733 1078 1.900273e+18   6.1859  -5.4900 152.1500  14.5859   7.1377   3.9242  47.1101   3.5318   3.3600   1.6762  23.7339  20.8106   0.6164 4.213925e+12   0.1045
200011212121 1079 1.637357e+18   6.1428  -5.4300 152.6900   6.5354   6.0820   3.5410  34.3457   3.1869   2.0651   1.9263  13.1623  13.1623   2.5131 1.793022e+13   0.3761
200012052211 1084 6.745769e+17   5.8860  52.5800 -167.8500  15.3636   7.0488   4.0201  49.0162   3.6181   1.9263   1.7969  13.9393  13.9393   0.8717 2.765870e+12   0.2010
200012061711 1085 3.976810e+19   7.0664  39.5700  54.8000  33.7071   6.4477   3.6963  37.9045   3.3267   5.8607   0.7276  38.9934  28.9757   3.8422 4.146335e+15   3.9520
200012210101 1087 4.234378e+18   6.4179  -5.7100 151.1200  45.6263   7.4343   4.1824  54.2566   3.7641   1.9263   1.7969  14.5018  14.5018   4.8595 6.829027e+13   0.8750
200101010657 1091 1.703909e+20   7.4876   6.9000 126.5800  38.0303   7.3795   4.1679  54.0448   3.7511  14.4733   0.7800 108.5821  57.3516   1.4899 5.679196e+15   1.8013
200101020730 1093 4.767320e+18   6.4522   6.7500 126.8100  25.1970   7.1689   4.0791  50.9987   3.6712   2.7273   0.5139  20.0248  18.5817   2.3457 1.763212e+14   1.8862
200101031447 1094 7.511146e+17   5.9171  43.9300 147.8100  52.4343   7.9043   4.4075  63.6672   3.9667   1.2692   0.3159  10.0689  10.0689   2.5753 2.435929e+13   2.0648
200101101602 1097 3.359959e+19   7.0176  57.0800 -153.2100  35.8889   7.3562   4.1680  53.5637   3.7512  11.7480   1.1839  88.1382  49.9056   0.4802 3.139607e+14   0.5005
200101161325 1098 2.157371e+19   6.8893  -4.0200 101.7800  34.3232   7.3552   4.0548  51.3262   3.6494   6.7352   0.3630  49.1587  33.8148   1.1881 7.202081e+14   1.7135
200101190810 1100 3.083489e+18   6.3260 -11.6600 166.3800  43.5556   7.6128   4.2735  58.1033   3.8462   2.0651   2.0651  15.8851  15.8851   2.6924 2.942888e+13   0.5545
200101260316 1101 3.498490e+20   7.6959  23.4200  70.2300  15.1354   5.9630   3.4684  32.2517   3.1215   7.2203   3.3600  45.0767  31.9160  23.7722 3.990606e+16   3.6788
200101292321 1103 2.926137e+18   6.3109  -0.6800 133.3300  13.0606   6.3996   3.6998  38.5087   3.3298   2.0651   2.0651  13.7524  13.7524   3.9375 3.637234e+13   0.4787
200102011819 1104 1.063347e+18   6.0178  51.4400 -177.8000  31.9697   7.3138   4.1428  53.2643   3.7285   2.2138   2.0651  16.5082  16.3371   0.8412 2.879110e+12   0.1442
200102080541 1105 5.769279e+17   5.8407  24.2700 125.1100  26.1414   7.1381   4.0661  50.5629   3.6595   2.7273   0.7800  19.9610  18.5422   0.2861 1.963420e+12   0.1721
200102131928 1106 1.292005e+20   7.4075  -4.6800 102.5600  37.9152   7.4084   4.0892  52.4082   3.6803  17.8309   0.8362 131.2464  65.0776   0.7240 2.068606e+15   0.8391
200102240723 1107 4.554020e+19   7.1056   1.2700 126.2500  42.4101   7.6049   4.2756  58.3088   3.8480   5.4670   1.1839  42.0744  30.4826   3.7668 1.371634e+15   1.7562
200102281230 1110 1.283623e+19   6.7390 -21.9900 170.2100  17.5455   7.1861   4.0887  51.3921   3.6798   4.1395   1.1044  30.4649  24.5795   2.2619 2.982478e+14   1.1941
200103122335 1112 6.428054e+17   5.8721  -7.2100 106.1200  34.3939   7.3416   4.0476  51.0681   3.6429   2.3732   0.0638  17.2904  16.8491   0.4538 2.286290e+13   1.8164
200103231130 1116 1.167388e+18   6.0448  44.0700 148.0500  34.7020   7.4972   4.1375  54.1463   3.7238   1.3606   1.2692  10.1329  10.1329   3.9271 1.471894e+13   0.6827
200104072317 1118 2.367087e+18   6.2495 -27.5500 -176.3400   9.2222   6.9307   3.9512  46.7358   3.5561   6.7352   0.5139  47.9024  33.2362   0.1388 1.031413e+13   0.2036
200104172154 1120 8.643611e+17   5.9578  51.2400 -179.7800  25.6667   7.1862   4.0871  51.3080   3.6784   2.9237   0.4172  21.5092  19.4890   0.3569 6.889896e+12   0.4090
200104190240 1121 8.455356e+17   5.9514  -7.4100 155.9600  17.0202   7.1337   4.0644  50.5241   3.6579   1.2692   0.5509   9.2851   9.2851   3.6969 1.608354e+13   0.9611
200104192058 1123 2.540113e+18   6.2699  -7.3100 155.9600  21.3333   7.2056   4.0950  51.5949   3.6855   1.6762   1.5636  12.3554  12.3554   4.7136 3.321647e+13   0.6747
200104192143 1124 1.156832e+19   6.7088  -7.4100 155.8700  18.9394   7.1657   4.0780  50.9987   3.6702   2.7273   2.5441  20.0197  18.5785   5.6957 1.967061e+14   0.8672
200105091738 1126 3.137511e+18   6.3311 -10.3200 161.2300  62.2808   7.8300   4.3600  61.4010   3.9240   1.1044   1.0302   8.6672   8.6672  16.8663 1.955779e+14   3.8275
200105180205 1127 7.805329e+17   5.9283   0.4100  97.7800  24.8384   7.1442   3.9268  47.2225   3.5341   2.7273   0.2392  19.2775  18.1165   0.4217 9.948956e+12   0.6019
200105200421 1128 4.090554e+18   6.4079  18.8200 -104.4500   8.0707   6.3997   3.6331  37.3537   3.2698   3.3600   3.1343  21.9731  19.7682   1.6027 1.782820e+13   0.1628
200105250040 1129 1.396188e+19   6.7633  44.2700 148.3900  36.6364   7.5448   4.1660  55.1293   3.7494   3.1343   1.1839  23.5034  20.6757   4.6384 2.461559e+14   0.9720
200105292337 1130 4.892978e+18   6.4597  -7.0200 155.0400   9.5556   6.6875   3.8094  42.2650   3.4285   5.4670   1.9263  37.4868  28.2245   0.5203 1.316481e+13   0.1137
200106012036 1131 8.658226e+17   5.9583  -7.2000 154.9200   5.7677   5.1759   2.8173  20.5184   2.5355   1.4586   1.3606   7.3964   7.3964   7.4891 9.678146e+13   2.2935
200106050900 1132 5.119743e+18   6.4728  -6.8800 146.3900   2.2121   3.0803   1.4798   4.8205   1.3318   7.2203   0.5509  19.2317  18.0878   2.7820 3.764326e+15   3.5443
200106051513 1133 9.998851e+17   6.0000  -6.8200 146.4100   1.9697   3.0184   1.4360   4.5197   1.2924   5.4670   0.2946  14.1315  14.1315   1.2401 6.050994e+14   2.7352
200106141948 1134 6.566482e+18   6.5449  51.1600 -179.8300  16.2828   6.8415   3.8992  45.0621   3.5093   7.7403   0.6787  54.3259  36.1447   0.2839 3.250437e+13   0.2231
200106142331 1135 1.101806e+18   6.0281  18.8500 146.8100  17.5859   7.2538   4.1196  52.5256   3.7077   2.7273   0.5906  20.2240  18.7047   0.5291 6.073891e+12   0.2896
200106150617 1136 1.311453e+18   6.0785  18.8300 146.9800  17.9091   7.2607   4.1228  52.6397   3.7105   1.7969   1.6762  13.3348  13.3348   1.9358 5.560259e+12   0.2232
200106232033 1138 4.670000e+21   8.4462 -16.2600 -73.6400  29.6000   6.9659   3.8732  44.9897   2.2500  88.2680   1.3606 397.2059 136.1603   1.9880 1.114971e+17   1.0741
200106260418 1140 1.718581e+19   6.8234 -17.7500 -71.6500  25.5152   7.2053   4.1024  51.0239   3.6921   2.0651   2.0651  15.2489  15.2489  16.9639 6.287534e+14   1.8667
200107010146 1142 1.876941e+18   6.1823  -4.3100 152.9600  30.5455   6.9716   3.9726  46.4591   3.5754   1.6762   1.6762  11.9860  11.9860   3.8150 2.114915e+13   0.5235
200107041209 1143 2.200613e+18   6.2284 -17.0000 -65.7100  16.8990   5.9264   3.4515  31.8276   3.1063   1.9263   1.7969  11.9675  11.9675   4.4936 4.080761e+13   0.5902
200107070938 1144 3.865808e+20   7.7248 -17.5400 -72.0800  24.3333   6.9731   3.9759  47.5459   3.5784  31.1016   0.8964 222.5851  92.5488   0.6308 9.626172e+15   1.1839
200108040144 1146 6.645732e+17   5.8817   2.8100 127.0000  34.9192   7.4666   4.2111  55.8736   3.7900   0.6787   0.6332   5.1449   5.1449  17.0792 3.133239e+13   2.6343
200108132011 1147 5.646381e+18   6.5012  41.0500 142.3100  41.1313   7.1739   3.9485  47.8025   3.5536   1.5636   1.5636  11.1129  11.1129  14.3999 1.819189e+14   1.5401
200108210652 1148 5.078772e+19   7.1372 -36.8100 -179.5700  50.8788   7.9221   4.4171  64.1803   3.9754   2.9237   1.2692  23.2461  20.5245  17.3337 3.952012e+15   4.9942
200108270116 1149 1.394671e+18   6.0963   1.0900 126.3600  26.8636   7.2203   4.1038  51.9249   3.6934   0.7800   0.7276   5.7619   5.7619  25.5177 7.143825e+13   2.6597
200109290240 1153 4.945515e+18   6.4628 -18.5000 168.1600  18.7071   7.1431   3.9277  47.2128   3.5349   3.6020   3.3600  25.4654  21.8109   1.3502 2.366582e+13   0.2259
200110081814 1155 6.077738e+18   6.5225  52.5900 160.3200  28.2273   7.2862   4.1278  52.6786   3.7150   3.3600   1.1044  24.9650  21.5243   1.7419 6.163994e+13   0.5343
200110120502 1157 1.525092e+18   6.1222  52.6300 -132.2000   5.2525   4.5983   2.4250  14.5386   2.1825   3.3600   1.0302  14.6665  14.6665   1.6919 7.285549e+13   0.6945
200110121502 1158 4.382036e+19   7.0945  12.6900 144.9800  30.7879   7.3323   4.1429  53.1473   3.7286   3.8614   3.6020  28.7954  23.6731   9.0064 1.242557e+15   1.5070
200110131627 1159 8.636692e+17   5.9576   0.8400 125.9800  21.6182   7.0803   3.8961  46.1830   3.5065   1.1044   1.0302   7.7449   7.7449   6.5068 1.599337e+13   0.8552
200110310910 1163 3.029762e+19   6.9876  -5.9100 150.2000  37.8889   7.2175   4.0855  50.5064   3.6770   4.1395   3.8614  30.4415  24.5669   5.3489 2.121809e+14   0.3537
200112082029 1170 2.314116e+18   6.2429  28.2500 129.5700  31.6061   7.1784   4.0675  49.9027   3.6607   4.4376   0.2564  32.4896  25.6568   0.3486 3.724491e+13   0.8032
200112121253 1171 1.594952e+18   6.1352 -17.1900 167.7200  29.6263   7.4725   4.2173  56.1380   3.7955   0.8362   0.7800   6.3477   6.3477  21.8257 6.667857e+13   2.3469
200112232252 1173 2.539150e+19   6.9365  -9.6100 159.5300  12.4444   6.2977   3.6489  37.1397   3.2840   4.7571   4.4376  31.2448  24.9972   4.2069 4.824045e+14   0.7056
200201021722 1175 9.388406e+19   7.3151 -17.6000 167.8600  31.4848   7.5097   4.2339  56.7736   3.8106   8.2977   2.2138  63.2376  39.9966   2.9426 1.513862e+15   0.9155
200201101114 1178 1.778327e+19   6.8333  -3.2100 142.4300  12.7273   5.4430   3.1323  25.1577   2.8190   2.9237   2.9237  16.4841  16.3212  14.1196 1.183231e+15   1.6739
200201131410 1180 4.058717e+18   6.4056  -5.6500 151.0700  36.9333   7.1708   4.0628  49.7200   3.6566   3.6020   1.2692  26.3416  22.3084   1.0201 3.390413e+13   0.4153
200201150901 1181 2.170645e+18   6.2244  -5.5300 151.1000  46.8596   7.4717   4.1993  54.9218   3.7794   2.7273   2.5441  20.6152  18.9452   0.9945 6.226501e+12   0.1575
200202280150 1189 2.735019e+18   6.2913  -5.6800 151.2600  40.7697   7.2871   4.1156  51.6896   3.7040   3.6020   0.4794  26.6837  22.5011   0.6661 3.128190e+13   0.5912
200203052116 1190 2.378843e+20   7.5842   6.0300 124.2500  30.1879   6.8597   3.9185  44.6505   3.5267  11.7480   3.6020  82.8626  47.8938   3.9326 4.550364e+15   0.8541
200203141608 1192 8.423520e+17   5.9503  51.5300 -173.0800  16.8384   7.1234   4.0601  50.3747   3.6541   1.0302   0.9610   7.5289   7.5289   6.9083 1.307467e+13   0.7819
200203251456 1195 1.418788e+18   6.1013  36.0600  69.3200   7.3030   4.5666   2.5238  15.7269   2.2714   1.2692   1.2692   5.7656   5.7656  25.9096 2.328151e+14   2.5807
200203260345 1196 5.383702e+18   6.4874  23.3500 124.0900   9.9091   6.8169   3.8849  44.6075   3.4964   4.4376   4.1395  31.0310  24.8831   0.9070 1.519531e+13   0.1259
200203310652 1198 5.698859e+19   7.1705  24.2800 122.1800  38.9434   7.3429   4.1472  53.2924   3.7324   7.7403   1.7969  57.7803  37.6611   2.2130 9.746919e+14   0.9115
200204112156 1201 1.818176e+18   6.1731 -14.3900 167.6900   3.9091   6.0077   3.5038  33.4153   3.1535   2.2138   2.2138  13.9621  13.9621   2.3381 3.701371e+13   0.6803
200204120400 1202 6.289613e+17   5.8657  35.9600  69.4200   4.8788   3.7019   1.9113   8.4734   1.7202   1.1839   1.1044   4.0731   4.0731  32.5768 4.157872e+14   5.6015
200204180502 1204 1.609771e+19   6.8045  16.9900 -100.8600  17.9869   7.1967   4.0915  51.4568   3.6823   2.5441   2.3732  18.7364  17.7758   9.3266 5.911337e+14   1.8896
200205081945 1207 6.939667e+17   5.8942  53.8100 160.7700  36.9091   7.3256   4.1402  53.0546   3.7262   2.9237   0.3630  21.7888  19.6575   0.2776 4.322000e+12   0.3304
200205250536 1213 3.659913e+18   6.3756  53.8100 -161.1200   7.3030   4.7550   2.5244  15.9276   2.2720   2.9237   2.9237  13.2852  13.2852   5.4630 2.432660e+14   1.0587
200205281645 1215 1.554261e+18   6.1277  24.0700 122.2600  25.1414   7.1088   4.0535  50.1441   3.6482   2.7273   0.6787  19.8995  18.5041   0.7766 1.508469e+13   0.4867
200206062353 1216 2.281016e+18   6.2388  -0.8800 148.3300  24.5152   7.3268   4.1491  53.5825   3.7342   3.8614   0.5139  28.8381  23.6965   0.4595 1.991067e+13   0.4677
200206160246 1217 4.806735e+18   6.4546   8.7800 -83.9900  15.5051   6.4780   3.7390  39.5859   3.3651   3.8614   3.6020  25.9880  22.1083   1.2487 4.801855e+13   0.3955
200206172126 1218 1.441296e+19   6.7725 -12.5900 166.3800  39.5960   7.5414   4.2424  56.9306   3.8182   5.8607   1.0302  44.7543  31.7636   0.9966 1.377212e+14   0.5440
200206181356 1219 6.045037e+18   6.5209 -30.8100 -71.1200  54.9192   8.1188   4.5293  68.4929   4.0764   1.7969   1.6762  14.6497  14.6497   6.7294 9.090819e+13   1.0300
200206270550 1222 6.621174e+18   6.5473  -6.9600 104.1800   7.7879   6.0187   3.5093  33.5518   3.1584   2.9237   2.9237  18.4687  17.6061   3.9743 1.567355e+14   0.7942
200207251231 1226 3.494727e+17   5.6956  43.6600 147.5500  34.4848   7.4637   4.2116  55.9248   3.7905   1.0302   0.2081   7.8098   7.8098   2.5678 1.164208e+13   1.8630
200208141312 1228 2.478459e+18   6.2628   7.8300 136.8800  18.4545   7.2298   4.1065  52.0248   3.6958   2.3732   2.2138  17.5419  17.0121   1.6885 2.263937e+13   0.4752
200208141357 1229 7.047664e+18   6.5654  14.1000 146.2000  33.2929   7.5642   4.2578  57.7771   3.8320   5.4670   0.6332  41.8992  30.3979   0.5718 7.999504e+13   0.6558
200208150530 1230 2.190894e+18   6.2271  -1.2000 121.3300   9.4848   5.5810   3.2423  27.2600   2.9181   3.3600   0.5509  19.6095  18.3239   1.1349 6.642940e+13   0.8265
200208241840 1232 1.747803e+18   6.1617  43.1100 146.1200  36.1556   7.3906   4.1791  54.7042   3.7612   2.3732   0.4472  17.8522  17.2121   1.1404 2.849231e+13   0.8918
200208261455 1233 5.981162e+17   5.8512  -6.7500 105.7100  46.8374   7.5061   4.2206  55.7151   3.7986   3.1343   0.4172  23.8116  20.8560   0.1925 2.490462e+12   0.2320
200209081844 1236 3.606225e+20   7.7047  -3.3000 142.9500  15.3131   5.8693   3.4305  31.1300   3.0874  29.0123   3.1343 179.1474  80.0781   0.9760 1.072063e+16   0.9254
200209132228 1237 6.762624e+18   6.5534  13.0400  93.0700  32.0000   7.2860   4.0120  49.9302   3.6108   5.0997   0.4172  36.8283  27.8929   0.7507 1.307737e+14   0.9655
200209242254 1240 3.467764e+18   6.3600 -10.5600 161.1100  12.1626   6.5786   3.7893  40.9942   3.4104   2.2138   2.2138  15.0995  15.0995   3.5256 4.760751e+13   0.5628
200210061546 1243 2.659227e+18   6.2832  -8.2000 118.3400   8.9091   4.6533   2.5400  15.6047   2.2860   2.9237   2.7273  13.3672  13.3672   3.8967 6.887788e+13   0.4042
200210141412 1244 1.700639e+18   6.1537  41.1700 142.2500  43.0606   7.2317   3.9865  48.9280   3.5878   0.8362   0.7800   6.0003   6.0003  27.5526 1.162395e+14   3.3443
200210171752 1245 3.622610e+18   6.3727  -3.6000 140.2300  30.6364   6.6652   3.8148  41.4679   3.4333   6.7352   0.5139  46.2481  32.4665   0.2313 2.596285e+13   0.2972
200210191209 1247 3.344117e+18   6.3495  44.3000 149.9600  15.0000   6.9095   3.9389  46.3352   3.5450   7.2203   0.5906  51.1919  34.7409   0.1670 2.026421e+13   0.2808
200211020126 1249 1.049100e+20   7.3472   2.8200  96.0800  29.9091   7.2023   3.9621  48.3305   3.5659  16.6330   0.8362 118.6226  60.8347   0.7452 2.050179e+15   0.9445
200211020946 1250 3.921503e+18   6.3956   2.9500  96.3900  28.5152   7.1658   3.9399  47.6328   3.5460   3.1343   0.4472  22.2281  19.9208   1.4936 1.385490e+14   1.6829
200211030337 1251 5.440669e+18   6.4904  38.8900 141.9800  41.3737   7.3536   4.1475  52.8031   3.7328   5.0997   0.4794  38.0723  28.5176   0.5571 6.590485e+13   0.6396
200211071514 1252 9.526728e+18   6.6526  51.2000 179.3300  26.0808   7.2095   3.9699  48.5003   3.5729   6.2828   0.8964  44.8960  31.8306   0.6537 5.858406e+13   0.2982
200211260048 1256 1.597485e+18   6.1356  51.4700 -173.5400  17.9071   7.1416   4.0681  50.6469   3.6613   4.1395   0.2392  30.3113  24.4968   0.2850 1.685506e+13   0.5344
200212120830 1260 1.019433e+19   6.6722  -4.7900 153.2700  44.9798   7.4695   4.1347  53.6781   3.7212   8.8953   0.5139  66.2024  41.2372   0.2734 7.001783e+13   0.3687
200301062343 1266 9.423435e+17   5.9828  15.6500 119.6600  14.8182   6.9488   3.9618  47.0820   3.5656   2.7273   2.5441  19.4493  18.2239   0.4981 2.124699e+12   0.1062
200301101311 1269 8.747500e+18   6.6279  -5.3100 153.7000  37.6838   7.5013   4.1515  54.3185   3.7363   3.8614   0.7800  28.8549  23.7057   1.7598 1.491107e+14   0.9259
200301210246 1270 5.721537e+18   6.5050  13.6300 -90.7700  25.5859   7.2380   4.1052  51.8653   3.6947   2.7273   2.7273  20.1531  18.6610   2.7715 3.380514e+13   0.3064
200301220206 1271 2.141405e+20   7.5538  18.7700 -104.1000  25.7778   7.2470   4.1133  52.2249   3.7020   6.7352   6.7352  49.8671  34.1389  11.8065 5.436049e+15   1.3258
200302100449 1274 3.025084e+18   6.3205  -6.0100 149.7900  35.0909   7.4290   4.1910  54.9753   3.7719   5.8607   1.2692  44.2121  31.5066   0.2154 4.212617e+12   0.0766
200302190332 1277 1.040096e+19   6.6780  53.6500 -164.6400  28.3333   7.2500   4.1146  52.2707   3.7031   2.5441   2.3732  18.8423  17.8428   5.9432 1.370647e+14   0.6888
200303140706 1282 2.893757e+18   6.3076  -0.4100 132.9500  20.2020   6.7192   3.8238  42.4803   3.4415   1.7969   1.6762  12.3680  12.3680   5.3534 4.338634e+13   0.6369
200303151941 1283 1.311422e+18   6.0785  52.2500 160.3900  29.5899   7.3069   4.1365  52.9797   3.7228   1.9263   1.7969  14.3428  14.3428   1.5556 4.627466e+12   0.1869
200303171636 1284 4.222295e+19   7.0837  51.2700 177.9800  21.2020   7.1839   3.9532  47.9789   3.5579  11.7480   0.8362  83.5961  48.1760   0.6836 5.950362e+14   0.6762
200303261321 1286 4.546134e+17   5.7718  -7.1600 155.6800  18.8384   7.1640   4.0773  50.9737   3.6696   1.1839   1.1839   8.6889   8.6889   2.4256 2.639396e+12   0.2959
200303310106 1287 2.376223e+18   6.2506  -6.1800 151.4300  13.9152   7.1144   4.0562  50.2393   3.6506   4.1395   0.6332  30.2231  24.4493   0.4269 1.395858e+13   0.2951
200304071828 1288 6.165053e+17   5.8600  36.3000 141.6800  29.8889   7.2787   4.1301  52.8825   3.7171   1.6762   1.6762  12.4611  12.4611   1.1152 2.711453e+12   0.2326
200304241056 1290 1.402303e+18   6.0979  48.7600 154.9900  37.8808   7.4803   4.1299  53.8018   3.7169   3.3600   0.8362  24.9774  21.5314   0.4014 4.842083e+12   0.1858
200305041315 1292 1.227474e+19   6.7260 -30.5300 -178.2300  37.6909   7.6098   4.2772  58.4329   3.8495   6.2828   0.9610  48.3706  33.4524   0.7030 8.272555e+13   0.3938
200305042008 1293 4.731897e+18   6.4500 -30.5900 -178.2900  37.7616   7.6111   4.2778  58.4555   3.8500   4.4376   1.1839  34.1691  26.5336   0.6304 2.332147e+13   0.2881
200305052304 1294 1.619406e+18   6.1396   3.7100 127.9500  45.6364   7.6527   4.2935  59.0130   3.8641   0.9610   0.8964   7.4267   7.4267  13.8368 5.238446e+13   1.9089
200305132121 1296 3.484530e+18   6.3614 -17.2900 167.7400  23.2626   7.3453   4.1601  53.9977   3.7441   1.6762   1.6762  12.5518  12.5518   6.1674 5.165421e+13   0.8005
200305260924 1298 4.252216e+19   7.0857  38.8500 141.5700  66.5455   7.8400   4.3700  61.6830   3.9330   3.3600   0.9610  26.4298  22.3582  10.7467 3.946942e+15   5.7255
200306070032 1302 8.462078e+18   6.6183  -5.0900 152.5000  28.5960   7.3420   4.0556  51.1325   3.6500   5.4670   1.5636  39.9094  29.4278   0.7727 5.211340e+13   0.3149
200306100840 1304 1.064504e+18   6.0181  23.5200 121.6300  44.1364   7.0697   4.0159  47.9925   3.6143   0.9610   0.8964   6.9465   6.9465  11.1152 2.275346e+13   1.0258
200306151924 1306 7.127245e+18   6.5686  51.5500 176.9200  28.8889   7.3493   4.0593  51.2843   3.6534   4.7571   0.6787  34.7591  26.8381   0.9108 9.285694e+13   0.6682
200306201330 1307 1.952164e+19   6.8603 -30.6100 -71.6400  36.1111   7.0506   4.0253  48.4096   3.6228   2.5441   2.5441  18.4334  17.5837  11.7728 5.933360e+14   1.4713
200306231212 1308 2.654214e+19   6.9493  51.4400 176.7800  21.9273   7.2440   3.9920  49.1785   3.5928   5.0997   1.1044  36.6446  27.8001   2.9826 7.827697e+14   1.4504
200307022352 1309 7.007385e+17   5.8970  42.3200 144.8400  25.2848   6.7590   3.8318  42.8794   3.4486   0.6332   0.5906   4.3670   4.3670  29.4494 4.047879e+13   2.4770
200307040033 1311 1.419743e+18   6.1015  -5.4700 151.6900  26.9899   6.8254   3.9002  44.0770   3.5102   5.4670   0.5906  38.3803  28.6712   0.1426 3.081768e+12   0.0957
200307111353 1315 7.898334e+17   5.9317   9.3400 122.0400  16.8384   6.0792   3.5229  33.4019   3.1706   1.0302   1.0302   6.5326   6.5326   9.9163 4.274163e+13   1.8075
200307192120 1316 6.865514e+17   5.8911  -8.6800 111.2300  40.0424   7.4518   4.1134  53.2785   3.7021   1.1044   0.0786   8.1770   8.1770   4.3950 7.774872e+13   6.0335
