Date Moment Magnitude Latitude Longitude Depth Vp Vs Mu Vr T1 T2 Length Width StressDrop RadE tau_a
199603191500 692 3.665887e+18   6.3761  39.9900  76.7000  38.0000   6.2582   3.6291  36.5033   3.2662   1.7969   0.8362  11.7381  11.7381   7.9333 2.016709e+14   2.0081
199603220324 694 1.398059e+19   6.7637  51.2200 178.7000  19.0222   7.0455   3.8891  45.8183   3.5002   5.4670   1.4586  38.2711  28.6168   1.4136 1.448039e+14   0.4746
199603301305 698 3.434920e+18   6.3573  52.2100 -168.7300  16.0909   6.9221   3.9462  46.5739   3.5516   2.9237   0.6787  20.7680  19.0386   1.5455 4.430789e+13   0.6008
199604180612 702 8.015407e+17   5.9360  12.8200 124.9800  26.1111   6.8390   3.9075  44.3048   3.5167   1.6762   1.6762  11.7896  11.7896   1.7120 6.191837e+12   0.3423
199604190019 703 9.519810e+18   6.6524 -23.9400 -70.0900  50.3030   7.8214   4.3251  61.0323   3.8926   2.2138   2.0651  17.2347  16.8129   6.7737 1.868418e+14   1.1979
199605010921 706 1.615247e+18   6.1388  -6.6600 154.8500  15.2717   7.1218   4.0594  50.3512   3.6535   2.5441   2.3732  18.5896  17.6829   0.9541 7.734625e+12   0.2411
199605020232 707 1.517934e+18   6.1208  -6.4400 154.5800  19.7273   7.1984   4.0923  51.4959   3.6831   2.2138   2.2138  16.3070  16.2041   1.2377 3.975231e+12   0.1349
199605070844 710 1.410178e+18   6.0995   1.6200 126.5600  28.7071   7.2659   4.1241  52.6563   3.7117   0.7276   0.6787   5.4015   5.4015  31.3181 9.965987e+13   3.7213
199605111343 711 3.732993e+18   6.3814  -6.6100 155.0400  31.9697   6.9929   3.9822  46.8053   3.5839   4.7571   0.6332  34.0986  26.4971   0.4998 2.263813e+13   0.2838
199606082319 715 6.847420e+18   6.5570  51.4900 -178.1300  36.0010   7.3530   4.1589  53.8489   3.7430   7.2203   0.5906  54.0516  36.0229   0.2997 3.415115e+13   0.2686
199606100403 716 7.976603e+20   7.9345  51.5600 -177.6300  28.4545   7.2453   4.1131  52.2125   3.7018  54.2493   1.1839 401.6364 137.1709   0.3310 6.732010e+15   0.4407
199606111822 718 5.907334e+19   7.1809  12.6100 125.1500  38.2980   7.5198   4.2330  56.5799   3.8097  10.2226   2.2138  77.8902  45.9581   1.1303 4.532625e+14   0.4341
199606211357 720 1.553849e+19   6.7943  51.5700 159.1200  19.7737   7.0078   3.8816  45.4250   3.4934   3.1343   2.9237  21.8987  19.7235   6.1390 1.907836e+14   0.5577
199606301132 723 1.562140e+18   6.1291  51.7300 159.8100  17.6444   6.8477   3.8495  43.7771   3.4646   3.6020   0.4472  24.9587  21.5206   0.4480 1.454261e+13   0.4075
199607152123 727 1.069831e+19   6.6862  17.6000 -100.9600  15.1475   6.2350   3.5875  34.7482   3.2287   5.8607   2.0651  37.8455  28.4042   1.1115 5.976682e+13   0.1941
199607161007 728 8.310976e+18   6.6131   1.0200 120.2500  13.5859   6.7812   3.8640  43.9513   3.4776   3.6020   3.3600  25.0525  21.5745   2.3617 4.592602e+13   0.2429
199607221419 729 3.576608e+19   7.0356   1.0000 120.4500  34.4828   7.0539   4.0102  47.8004   3.6092  14.4733   0.9610 104.4745  55.8959   0.3424 3.638203e+14   0.4862
199607301738 731 1.342509e+18   6.0853  14.5100 119.9500  39.9697   7.6107   4.2738  58.3294   3.8464   0.8362   0.8362   6.4328   6.4328  17.6518 5.906327e+13   2.5662
199608052139 732 3.900409e+18   6.3941  -2.0000 -81.0000  11.6061   5.3564   3.0597  24.4766   2.7538   3.6020   2.9237  19.8381  18.4660   1.9638 5.154629e+13   0.3235
199608101120 734 2.217998e+18   6.2306  -4.9400 152.1300  44.1051   7.3530   4.1463  52.7969   3.7317   6.2828   0.5139  46.8911  32.7668   0.1370 8.161740e+12   0.1943
199608101812 735 9.212881e+17   5.9763  38.9100 140.5300   2.2121   3.1469   1.5268   5.1561   1.3741   2.9237   0.4794   8.0349   8.0349   6.2160 1.069351e+15   5.9847
199608190419 738 1.103341e+18   6.0285  51.4500 -178.3700  30.9364   7.2544   4.1165  52.3381   3.7048   1.6762   1.1839  12.4201  12.4201   2.0156 8.743688e+12   0.4148
199609041816 740 5.274272e+17   5.8148  31.5600 139.9300  24.4000   7.2550   4.0008  49.3145   3.6007   1.3606   1.3606   9.7980   9.7980   1.9626 5.869682e+12   0.5488
199609041906 741 2.427554e+18   6.2568   9.3600 -84.2700  19.3333   6.4426   3.7124  38.7076   3.3412   2.0651   1.9263  13.7995  13.7995   3.2333 1.838921e+13   0.2932
199609050814 742 2.174351e+19   6.8916 -22.1200 -113.4400  16.9091   6.9856   3.9734  47.0492   3.5761   3.3600   3.1343  24.0313  20.9841   6.8412 8.642700e+14   1.8701
199609052342 745 1.836636e+19   6.8427  21.9000 121.5000  15.9111   6.8290   3.8919  44.8298   3.5027   5.8607   0.9610  41.0569  29.9891   1.5655 5.766104e+14   1.4074
199609151817 751 8.454444e+17   5.9514  -6.4900 154.8000  30.3030   7.3800   4.1705  54.2818   3.7535   2.9237   0.2946  21.9482  19.7533   0.3322 6.121276e+12   0.3930
199609200003 753 5.409414e+18   6.4888   9.6000 126.2900  23.8455   7.1577   4.0731  50.7907   3.6658   4.7571   0.9610  34.8772  26.8989   0.6856 4.215800e+13   0.3958
199609200410 754 8.436395e+18   6.6174   9.4600 126.2800  27.3434   7.2102   4.0941  51.4913   3.6847   3.8614   1.7969  28.4557  23.4866   1.7560 5.339789e+13   0.3259
199609201224 755 1.504313e+18   6.1182   9.4500 126.5400  12.6768   6.6928   3.8125  42.3582   3.4312   2.3732   2.3732  16.2858  16.1900   1.2305 6.487852e+12   0.1827
199610020948 757 5.405336e+18   6.4885  11.7600 125.4800  17.3232   6.1982   3.5752  34.7362   3.2177   5.8607   1.0302  37.7157  28.3392   0.5663 6.681018e+13   0.4293
199610121536 758 1.669312e+18   6.1484  -7.2500 155.4700   9.6061   6.6914   3.8116  42.3331   3.4305   1.3606   1.3606   9.3348   9.3348   7.1827 3.529727e+13   0.8951
199610142326 760 1.745585e+19   6.8280  -7.1300 155.5700  34.0000   7.4167   4.1851  54.8263   3.7666   5.8607   0.8362  44.1500  31.4770   1.2474 2.864039e+14   0.8996
199610191444 763 1.559449e+19   6.7953  31.8900 131.4700  28.7677   6.9638   3.9679  46.2877   3.5711   4.7571   1.3606  33.9768  26.4339   2.1063 3.358677e+14   0.9969
199611121659 774 5.424832e+20   7.8229 -14.9900 -75.6800  29.4081   6.7581   3.8790  43.7080   3.4911  20.4916   0.9610 143.0774  68.9320   2.4833 4.668048e+16   3.7611
199612022217 779 1.345590e+19   6.7526  31.7900 131.3100  29.8727   6.9899   3.9793  46.6828   3.5814   8.2977   1.1839  59.4345  38.3765   0.4682 7.245677e+13   0.2514
199612090354 781 1.375344e+18   6.0923  -7.9400 107.4900  37.2424   7.1607   4.0607  49.6218   3.6546   3.6020   0.5139  26.3279  22.3006   0.3461 6.263676e+12   0.2260
199612262048 786 3.055267e+18   6.3234  -2.2400 138.9400  15.7475   5.8719   3.4316  31.1570   3.0885   1.3606   1.2692   8.4041   8.4041  18.0151 1.860694e+14   1.8975
199701171553 788 2.800470e+18   6.2982  28.8100 129.9500  25.3434   7.0038   3.9875  47.0001   3.5888   4.4376   1.1044  31.8510  25.3195   0.4427 2.219390e+13   0.3725
199702070841 790 5.102435e+18   6.4719 -19.8600 -173.2900  31.1313   7.4656   4.2149  56.0312   3.7934   3.6020   0.7800  27.3276  22.8616   1.1723 6.031449e+13   0.6623
199702272108 794 5.242198e+19   7.1463  29.9800  68.2100  41.8576   6.6135   3.8261  41.7863   3.4435   3.8614   1.1839  26.5935  22.4504  12.8731 6.822276e+15   5.4381
199703170805 798 4.216392e+18   6.4166  -6.6100 105.5100  38.9000   7.2204   4.0883  50.6409   3.6795   2.0651   1.9263  15.1967  15.1967   4.2049 4.304693e+13   0.5170
199703260208 799 1.143214e+19   6.7054  51.2800 179.5300  29.2848   7.2671   4.0068  49.6362   3.6061   8.2977   0.5906  59.8446  38.5529   0.3912 1.087245e+14   0.4721
199704211202 803 5.072492e+20   7.8035 -12.5800 166.6800  27.2444   7.3364   4.1530  53.6512   3.7377  31.1016   1.2692 232.4996  95.2770   0.7479 1.430224e+16   1.5127
199705212251 807 5.752894e+17   5.8399  23.0800  80.0400  38.6667   6.4604   3.7302  39.3093   3.3572   0.5906   0.5509   3.9656   3.9656  32.2868 7.338183e+13   5.0141
199705221321 808 1.359438e+18   6.0889  18.9200 121.3400  39.9091   7.1815   4.0632  49.6597   3.6569   1.9263   0.3891  14.0886  14.0886   1.7015 4.010443e+13   1.4650
199707060954 812 2.254062e+19   6.9020 -30.0600 -71.8700  26.5758   6.6201   3.8101  41.6002   3.4291   6.7352   1.1839  46.1911  32.4398   1.4436 5.592870e+14   1.0322
199707141609 814 1.711706e+18   6.1556  43.2500 146.3800  34.2424   7.3344   4.1542  53.7792   3.7388   1.3606   1.2692  10.1738  10.1738   5.6892 2.624458e+13   0.8246
199707191422 816 1.278942e+19   6.7379  16.3300 -98.2200  20.7374   6.5256   3.7328  38.7680   3.3595   4.4376   4.4376  29.8164  24.2294   2.3751 2.256332e+14   0.6840
199707200030 817 1.502748e+18   6.1179  52.5600 -167.4800  13.5939   6.8257   3.8900  44.7693   3.5010   3.1343   0.3630  21.9463  19.7521   0.5906 2.298051e+13   0.6846
199708130445 821 1.944773e+18   6.1926  25.0300 125.7700  54.2869   7.7646   4.3360  60.5074   3.9024   1.0302   1.0302   8.0405   8.0405  13.0944 5.971854e+13   1.8580
199709201611 825 3.625251e+19   7.0396 -28.6800 -177.6200  40.5899   7.5931   4.2672  57.9958   3.8405   3.6020   3.6020  27.6667  23.0504   8.2049 5.932138e+14   0.9490
199709280138 826 6.662120e+17   5.8824  -3.7800 119.7300  29.9495   6.7939   3.8834  43.5563   3.4951   1.3606   1.2692   9.5106   9.5106   2.7105 1.250418e+13   0.8175
199710082120 828 7.643136e+17   5.9222  41.9100 144.8200  14.9697   7.0229   4.0050  48.5108   3.6045   2.5441   0.4172  18.3406  17.5246   0.4667 4.311290e+12   0.2736
199710131339 829 5.268276e+18   6.4811  36.3800  22.0700  37.5515   6.9540   3.8185  43.2737   3.4366   4.7571   0.4472  32.6971  25.7660   0.7813 1.837729e+14   1.5095
199711052345 833 7.873504e+17   5.9308  27.8600 142.6100   2.9394   5.0283   2.7188  18.8916   2.4470   3.8614   1.1839  18.8973  17.8775   0.4467 1.209260e+13   0.2901
199711181307 835 9.351648e+18   6.6473  37.5700  20.6600  42.3919   7.4344   4.1160  52.9798   3.7044   7.2203   0.2564  53.4943  35.7749   0.4197 2.117865e+14   1.1998
199711211123 837 1.434573e+18   6.1045  22.2100  92.7000  55.9152   7.9305   4.4058  63.6886   3.9653   0.9610   0.6787   7.6211   7.6211  11.3432 6.253095e+13   2.7761
199711251214 838 4.209485e+19   7.0828   1.2400 122.5400  14.2566   6.8072   3.8792  44.4286   3.4913   6.7352   3.1343  47.0294  32.8312   2.5809 5.468046e+14   0.5771
199712051126 840 5.671708e+20   7.8358  54.8400 162.0400  40.4788   7.4646   4.2048  55.5154   3.7843  71.6472   1.5636 542.2758 167.5664   0.1176 1.380035e+15   0.1351
199712071756 845 2.308722e+18   6.2422  54.6600 162.8800  11.5253   6.6317   3.7768  41.2802   3.3992   2.3732   2.3732  16.1337  16.0890   1.9327 1.635142e+13   0.2924
199712170438 848 9.861033e+18   6.6626  51.1900 178.8700  15.5556   6.8523   3.8505  43.8235   3.4654   4.4376   2.2138  30.7560  24.7358   1.6978 6.302913e+13   0.2801
199801121014 853 9.866446e+18   6.6628 -30.9900 -71.4100  35.4101   7.0190   4.0095  47.8856   3.6085   3.8614   1.2692  27.8679  23.1620   2.1610 2.209704e+14   1.0725
199802191414 860 6.825190e+18   6.5561  -4.4800 129.0800  14.2121   7.1027   4.0511  50.0629   3.6460   1.2692   1.1839   9.2547   9.2547  30.1367 5.378489e+14   3.9451
199804011756 863 3.732575e+19   7.0480  -0.5400  99.2600  39.0697   7.3906   4.0799  52.0930   3.6719  15.5156   0.5509 113.9436  59.2243   0.2914 6.016320e+14   0.8397
199804151523 865 6.195278e+17   5.8614  58.5000 164.4500  30.3000   7.3288   4.0406  50.7846   3.6365   0.7800   0.7276   5.6732   5.6732  11.8755 2.019012e+13   1.6550
199805141856 869 1.081227e+18   6.0226  40.2500 143.2500  19.9899   6.8859   3.9251  45.8894   3.5326   1.1044   1.0302   7.8026   7.8026   7.9665 2.645973e+13   1.1230
199805271527 870 1.325685e+18   6.0816  -5.8400 149.7000  48.1051   7.4721   4.2001  54.8363   3.7801   1.7969   1.7969  13.5849  13.5849   1.8507 7.375214e+12   0.3051
199806010534 872 6.164421e+18   6.5266  52.8900 160.0700  33.9707   7.3736   4.1644  53.9552   3.7479   5.8607   0.3386  43.9310  31.3729   0.4459 6.939551e+13   0.6074
199807091419 874 1.161457e+18   6.0433  38.7200  48.5100  29.4343   6.3346   3.6962  38.2102   3.3265   1.1044   0.5139   7.3475   7.3475  10.2482 8.513829e+13   2.8009
199807170849 875 3.922528e+19   7.0624  -2.9600 141.9300   9.7273   6.0154   3.5077  33.5112   3.1569   7.2203   6.7352  45.5880  32.1569   2.5934 1.681481e+14   0.1437
199807250239 878 2.605390e+18   6.2772 -13.6100 166.8700  43.9394   7.6012   4.2648  57.8421   3.8383   1.5636   1.5636  12.0031  12.0031   5.2730 3.060430e+13   0.6794
199807290714 879 5.499559e+18   6.4936 -32.3100 -71.2900  50.3384   8.0269   4.4868  66.6354   4.0381   1.3606   1.3606  10.9883  10.9883  14.5081 2.512922e+14   3.0448
199807291800 880 1.221244e+19   6.7245  -2.6900 138.9000  38.7879   7.0813   4.0242  48.3094   3.6218   1.7969   1.7969  13.0160  13.0160  19.3835 6.755954e+14   2.6725
199808230536 882 1.258444e+18   6.0666  14.7000 120.0500  44.2515   7.2800   4.1063  51.2379   3.6956   0.4472   0.4172   3.3054   3.3054 121.9661 3.254409e+14  13.2504
199809020837 884 1.943393e+19   6.8590   5.4100 126.7600  44.4525   7.4880   4.2052  55.3074   3.7847   1.5636   1.4586  11.8354  11.8354  41.0277 1.820161e+15   5.1800
199809031737 885 8.708911e+18   6.6266 -29.4500 -71.7100  21.3636   6.7807   3.8361  43.0982   3.4525   2.7273   2.7273  18.8323  17.8365   4.9828 2.472214e+14   1.2234
199809142316 886 1.589285e+18   6.1341  51.6200 -173.1500  17.0000   7.1261   4.0613  50.4158   3.6552   2.7273   0.5139  19.9378  18.5279   0.7904 1.270150e+13   0.4029
199809150835 887 2.955647e+18   6.3138  -5.6200 151.6400  29.4848   6.9450   3.9604  46.0401   3.5644   5.0997   0.8964  36.3548  27.6533   0.3386 8.604744e+12   0.1340
199809211209 889 4.018511e+18   6.4027 -13.5700 166.7900  39.6667   7.5296   4.2341  56.6806   3.8107   2.2138   0.7276  16.8721  16.5762   3.0130 1.015557e+14   1.4324
199809281923 891 2.219456e+18   6.2308   3.8400 126.4100   9.6111   6.6067   3.7622  40.8439   3.3860   3.8614   0.2748  26.1495  22.1998   0.5679 5.641665e+13   1.0382
199811090538 898 4.000518e+19   7.0681  -6.9200 128.9500  24.6000   7.1939   4.0799  50.9813   3.6719   3.8614   3.8614  28.3571  23.4323   8.5319 8.028253e+14   1.0231
199812060047 904 8.756392e+18   6.6282   1.2500 126.2000  27.4545   7.2349   4.1103  52.1586   3.6993   5.4670   0.2564  40.4477  29.6918   0.7740 3.729785e+14   2.2217
199901240701 910 1.832739e+18   6.1754 -21.1300 -174.6600   7.1212   6.6634   3.7953  41.8365   3.4158   3.8614   1.1839  26.3792  22.3296   0.4591 8.403689e+12   0.1918
199901280810 913 9.354420e+18   6.6473  52.8900 -169.1200  57.1444   7.7644   4.3361  60.4678   3.9025   3.8614   0.7276  30.1378  24.4033   1.6924 1.947842e+14   1.2591
199902061745 916 1.002550e+18   6.0007  19.2000 121.2600  25.3333   7.1640   4.0772  50.9642   3.6695   1.4586   1.3606  10.7043  10.7043   2.8609 6.597364e+12   0.3354
199902220100 920 5.331582e+18   6.4846 -21.4500 169.6800  24.3131   7.3214   4.1487  53.5726   3.7338   1.7969   1.7969  13.4187  13.4187   7.7231 1.271559e+14   1.2777
199902221349 921 8.351340e+17   5.9478  24.1100 122.6500  30.8091   7.2050   4.0920  51.4217   3.6828   3.8614   0.5139  28.4413  23.4786   0.1740 2.521617e+12   0.1553
199903020712 922 8.604411e+17   5.9565  35.5900 141.7500  11.9091   6.6587   3.7926  41.7538   3.4133   3.6020   1.0302  24.5893  21.3078   0.2559 2.529045e+12   0.1227
199903040538 923 1.065737e+19   6.6851  28.3400  57.1900  27.7273   6.2165   3.6355  36.6174   3.2719   5.0997   0.1689  33.3721  26.1193   1.5038 1.622975e+15   5.5763
199903040852 924 5.297544e+19   7.1494   5.4000 121.9400  35.9293   7.5881   4.2692  58.1306   3.8423   1.7969   1.6762  13.8084  13.8084  70.4225 1.090925e+16  11.9709
199903081225 926 2.735333e+19   6.9580  52.0600 159.5200  23.0444   7.1008   3.9005  46.4055   3.5105   5.0997   4.7571  35.8049  27.3738   3.2521 2.684571e+14   0.4554
199903201047 928 2.695739e+19   6.9538  51.5900 -177.6700  36.6364   7.4047   4.1823  54.6821   3.7641   3.8614   1.7969  29.0691  23.8229   5.3263 5.564070e+14   1.1287
199904060822 930 3.817546e+18   6.3879  -6.5300 147.0100  20.4545   6.1072   3.5352  33.7128   3.1816   1.4586   1.3606   9.2812   9.2812  16.7122 1.854755e+14   1.6379
199904111650 931 1.360397e+18   6.0891  -6.0000 148.4900  46.0343   7.5828   4.2569  57.3941   3.8312   4.1395   0.5906  31.7183  25.2491   0.2173 3.428116e+12   0.1446
199905071413 935 2.523749e+18   6.2680  56.4200 -152.9400  24.4848   7.1211   4.0593  50.3532   3.6534   4.1395   0.5509  30.2459  24.4616   0.4526 1.902996e+13   0.3797
199905081944 936 8.418758e+17   5.9502  45.4500 151.6300  56.7010   8.0343   4.4755  66.4653   4.0280   0.3386   0.3386   2.7278   2.7278 145.1722 1.866749e+14  14.7378
199905160051 939 4.440733e+19   7.0983  -4.7500 152.4900  40.8778   7.2622   4.1050  51.2393   3.6945  13.5010   0.8964  99.7590  54.2011   0.4740 4.981517e+14   0.5748
199905161525 940 3.740856e+18   6.3820  -2.6400 138.2200  43.9556   7.3100   4.1304  52.2506   3.7173   1.1044   1.1044   8.2107   8.2107  23.6538 1.846092e+14   2.5785
199905171007 941 8.720766e+18   6.6270  -5.1600 152.8800  21.5152   7.2388   3.9892  49.0732   3.5903   2.9237   2.9237  20.9940  19.1766   3.8210 6.134409e+13   0.3452
199907071852 945 1.491270e+18   6.1157  49.2300 155.5600  36.1313   7.4864   4.2247  55.8235   3.8022   3.8614   0.2946  29.3636  23.9835   0.2875 1.149772e+13   0.4304
199907090504 946 2.781265e+18   6.2962  -6.5100 154.9400  34.9091   7.4591   4.2045  55.5256   3.7841   6.2828   0.2392  47.5493  33.0727   0.1660 1.839363e+13   0.3672
199907190217 947 6.255139e+18   6.5308 -28.6300 -177.6100  40.4545   7.5907   4.2661  57.9548   3.8395   1.6762   1.6762  12.8716  12.8716  10.2661 1.842567e+14   1.7072
199907260133 948 2.214223e+18   6.2301  -5.1500 151.9400  46.3677   7.4568   4.1926  54.6558   3.7733   3.3600   0.7800  25.3566  21.7487   0.6109 1.255455e+13   0.3099
199907281008 950 3.579134e+18   6.3692 -30.2800 -178.0100  33.1616   7.5265   4.2401  57.0000   3.8161   1.5636   1.5636  11.9335  11.9335   7.3712 5.487173e+13   0.8739
199908010839 951 6.949189e+18   6.5613 -30.3700 -177.8300  28.0000   7.4326   4.1985  55.4720   3.7787   5.0997   0.6332  38.5406  28.7509   0.6907 8.854030e+13   0.7068
199908011247 952 9.271648e+17   5.9781  51.5200 -176.2700  33.8182   7.3629   4.1650  54.1073   3.7485   2.2138   0.5139  16.5968  16.3954   0.7239 8.594720e+12   0.5016
199908060032 953 1.030557e+18   6.0087  49.9300 156.2600  42.5222   7.6349   4.2865  58.8338   3.8578   4.4376   0.5906  34.2388  26.5697   0.1366 1.735290e+12   0.0991
199908201002 954 2.719179e+19   6.9563   9.0400 -84.1600  19.6970   6.4582   3.7199  38.9073   3.3479   4.7571   4.7571  31.8533  25.3208   4.2982 3.127515e+14   0.4475
199908221240 955 8.380132e+18   6.6155 -16.1200 168.0400  12.2929   7.1037   4.0515  50.0784   3.6464   2.3732   2.2138  17.3071  16.8600   5.9016 1.724418e+14   1.0305
199908260124 956 8.544728e+17   5.9545  10.3800 126.0100  33.1424   7.4510   4.2041  55.5718   3.7837   1.2692   1.2692   9.6043   9.6043   3.3757 5.510684e+12   0.3584
199909120303 959 4.117650e+17   5.7431  28.9700 142.0500  11.9091   7.1214   4.0596  50.3682   3.6536   0.8964   0.8964   6.5504   6.5504   5.1276 7.856708e+12   0.9611
199909201747 960 3.688770e+20   7.7113  23.7700 120.9800  25.0121   6.2401   3.5936  35.2151   3.2343  33.3414   1.6762 215.6714  90.6223   0.6478 1.161970e+16   1.1093
199909220014 961 5.802463e+18   6.5091  23.7300 121.1700  30.8889   6.4662   3.7086  38.3714   3.3378   3.3600   0.8964  22.4298  20.0412   2.1616 1.831877e+14   1.2114
199909252352 963 6.648445e+18   6.5485  23.7400 121.1600  27.0000   6.2872   3.6144  35.7573   3.2529   3.3600   1.1839  21.8597  19.7001   2.6382 2.004633e+14   1.0782
199910230212 968 3.414818e+18   6.3556  -4.8100 153.4100  91.4576   7.8400   4.3700  61.6830   3.9330   1.0302   0.9610   8.1035   8.1035  22.4606 2.429818e+14   4.3891
199910240421 969 1.089888e+18   6.0249  44.6100 149.4400  30.0606   7.4098   4.1897  55.0851   3.7707   2.2138   0.2231  16.6951  16.4601   0.8387 1.905882e+13   0.9633
199911011753 971 3.222938e+18   6.3388  23.3800 121.5200  28.0000   6.3313   3.6367  36.3619   3.2730   1.1044   1.1044   7.2293   7.2293  29.8559 2.102856e+14   2.3725
199911170327 974 3.090161e+19   6.9933  -5.9800 148.8200  36.0455   7.1511   4.0523  49.3075   3.6470   8.2977   1.5636  60.5241  38.8442   1.0290 2.386720e+14   0.3808
199911171136 975 2.980587e+18   6.3162  -6.0000 148.8000  49.1091   7.6306   4.2774  58.1607   3.8497   2.5441   1.6762  19.5878  18.3104   1.5482 1.028427e+13   0.2007
199911191356 978 4.129984e+19   7.0773  -6.3500 148.7600  37.1414   7.4444   4.1976  55.2146   3.7778  15.5156   1.3606 117.2314  60.3582   0.3016 2.377988e+14   0.3179
199911261321 980 1.777412e+20   7.4999 -16.4200 168.2100  13.4444   7.1184   4.0575  50.2781   3.6518  38.3166   1.1044 279.8469 107.8087   0.1703 1.663322e+15   0.4705
199912150441 987 2.901129e+18   6.3084  -5.7900 150.9700  25.1212   6.7602   3.8654  43.0024   3.4789   5.0997   1.7969  35.4828  27.2094   0.3526 6.390263e+12   0.0947
199912181744 988 2.281117e+18   6.2388  -2.4200 139.6800  18.2747   6.0055   3.4904  32.5925   3.1414   1.5636   1.0302   9.8238   9.8238   8.4214 1.047870e+14   1.4972
199912190048 989 1.192577e+18   6.0510  12.8700 144.5700  45.8020   7.5213   4.2185  55.7770   3.7967   3.1343   0.2946  23.7997  20.8491   0.3842 1.745620e+13   0.8164
199912291329 995 2.734983e+19   6.9580 -10.8600 165.3500  23.0404   7.2769   4.1262  52.6802   3.7136   4.1395   4.1395  30.7443  24.7295   4.7133 4.472623e+14   0.8615
199912292253 996 2.375196e+18   6.2505 -11.1600 165.3300  15.0000   7.1315   4.0636  50.4911   3.6573   2.5441   2.3732  18.6089  17.6951   1.3994 1.990077e+13   0.4230
200001062131 999 2.657582e+18   6.2830  16.0900 119.4800   9.2222   6.5719   3.7420  40.2425   3.3678   2.9237   2.9237  19.6929  18.3758   1.3624 1.490888e+13   0.2258
200001081159 1000 4.732119e+18   6.4500 -23.1700 -70.1200  42.9192   7.5180   4.1463  54.5522   3.7317   4.1395   0.5906  30.8942  24.8099   0.8059 7.581359e+13   0.8740
200001230608 1005 5.116659e+17   5.8060  -7.9700 120.6100   8.6626   6.6206   3.7703  41.0857   3.3933   0.9610   0.8964   6.5218   6.5218   6.4557 1.511830e+13   1.2140
200001281421 1007 1.960494e+19   6.8616  43.0500 146.8400  43.4556   7.6047   4.2743  58.3305   3.8469   3.1343   0.5509  24.1144  21.0325   6.1164 1.304251e+15   3.8805
200002061133 1008 9.770990e+18   6.6600  -5.8400 150.8800  43.6869   7.3860   4.1628  53.4066   3.7465   3.6020   0.8964  26.9895  22.6727   2.3143 1.832275e+14   1.0015
200004210435 1015 1.166466e+18   6.0446  51.4200 -178.1400  31.4444   7.2643   4.1208  52.4884   3.7087   2.9237   0.3386  21.6863  19.5959   0.4720 1.194586e+13   0.5375
200005142008 1018 2.545424e+18   6.2705  -4.3000 123.1600  13.1010   6.9518   3.9636  47.1393   3.5672   4.4376   0.4794  31.6595  25.2179   0.4084 2.466489e+13   0.4568
200006030854 1020 1.959535e+18   6.1948  35.5500 140.4600  44.9293   7.3369   4.1311  52.1630   3.7180   1.4586   0.6787  10.8459  10.8459   5.3756 6.125061e+13   1.6305
200006060958 1021 2.390035e+18   6.2523  -5.0900 102.7000  34.3838   7.3394   4.0471  50.9955   3.6424   3.3600   0.0638  24.4769  21.2428   0.7189 1.743050e+14   3.7191
200006061457 1022 3.415325e+18   6.3556  29.4200 131.4200  24.8586   7.3596   4.1671  54.2438   3.7504   2.2138   0.6787  16.6049  16.4008   2.6634 7.484809e+13   1.1888
200006062116 1023 7.338177e+17   5.9104  36.8300 135.4600  18.0455   6.7240   3.8248  42.5290   3.4423   1.6762   1.5636  11.5401  11.5401   1.6712 6.569587e+12   0.3807
200006072146 1024 4.441403e+18   6.4317  26.8600  97.2400  37.0000   6.4183   3.7352  39.2561   3.3617   1.0302   0.9610   6.9264   6.9264  46.7808 1.000211e+15   8.8405
200006072345 1025 1.394309e+19   6.7629  -4.6100 101.9000  31.6020   7.2879   4.0140  49.9935   3.6126   1.4586   1.3606  10.5385  10.5385  41.6961 1.170719e+15   4.1977
200006090127 1026 3.289895e+18   6.3448  -5.0700 152.4900  25.0707   7.2906   4.0225  50.1005   3.6203   7.7403   0.8964  56.0440  36.9028   0.1319 6.591075e+12   0.1004
200006101823 1028 5.757516e+18   6.5068  23.8400 121.2200  32.3939   6.5364   3.7461  39.4467   3.3715   2.7273   1.0302  18.3903  17.5563   3.4922 2.187311e+14   1.4986
200006230501 1030 4.573491e+17   5.7735   1.2800 126.2700  43.0273   7.6201   4.2824  58.5724   3.8542   0.7276   0.4172   5.6088   5.6088   9.0720 1.935195e+13   2.4784
200006250634 1031 1.446695e+18   6.1069  31.1800 131.2100  23.0000   6.6505   3.8070  41.2347   3.4263   3.8614   0.2946  26.4602  22.3753   0.3597 2.186143e+13   0.6231
200006290759 1032 6.825340e+17   5.8894  13.0300 144.5400  32.1778   7.3709   4.1584  53.6779   3.7425   5.0997   0.4794  38.1719  28.5673   0.0694 9.178644e+11   0.0722
200007071546 1033 8.295768e+17   5.9459  51.4100 179.9800  38.2222   7.4280   4.1096  52.8946   3.6986   1.0302   0.0968   7.6205   7.6205   6.5610 1.454430e+14   9.2736
200007161725 1034 1.664666e+18   6.1476 -12.4000 166.5100  39.4040   7.5382   4.2410  56.8786   3.8169   2.3732   2.3732  18.1165  17.3816   1.0476 4.842787e+12   0.1655
200007201839 1035 1.153348e+18   6.0413  36.5100 140.9800  37.3323   7.1532   4.0544  49.3863   3.6489   0.7276   0.6787   5.3101   5.3101  26.9594 7.372694e+13   3.1570
