Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index
174.4715 -41.6568 218.290163 70.000000 179.244868 1.775909 2.006960 0.000000 3.125000	   1.0000000e+00
174.4611 -41.6502 218.290163 70.000000 178.763731 1.010044 2.006960 3.125000 6.250000	   1.0000000e+00
174.4506 -41.6436 218.290163 70.000000 173.032302 0.366360 2.006960 6.250000 9.375000	   1.0000000e+00
174.4402 -41.6371 218.290163 70.000000 90.000000 0.095678 2.006960 9.375000 12.500000	   1.0000000e+00
174.4297 -41.6305 218.290163 70.000000 90.000000 0.159721 2.006960 12.500000 15.625000	   1.0000000e+00
174.4192 -41.6239 218.290163 70.000000 90.000000 0.204009 2.006960 15.625000 18.750000	   1.0000000e+00
174.4088 -41.6173 218.290163 70.000000 90.000000 0.198612 2.006960 18.750000 21.875000	   1.0000000e+00
174.3983 -41.6107 218.290163 70.000000 90.000000 0.128499 2.006960 21.875000 25.000000	   1.0000000e+00
174.4561 -41.6706 218.290163 70.000000 179.340024 3.587792 2.006960 0.000000 3.125000	   1.0000000e+00
174.4456 -41.6641 218.290163 70.000000 178.486175 2.082167 2.006960 3.125000 6.250000	   1.0000000e+00
174.4351 -41.6575 218.290163 70.000000 170.275725 0.831860 2.006960 6.250000 9.375000	   1.0000000e+00
174.4247 -41.6509 218.290163 70.000000 102.450336 0.340539 2.006960 9.375000 12.500000	   1.0000000e+00
174.4142 -41.6443 218.290163 70.000000 90.000000 0.570281 2.006960 12.500000 15.625000	   1.0000000e+00
174.4038 -41.6377 218.290163 70.000000 90.000000 0.730574 2.006960 15.625000 18.750000	   1.0000000e+00
174.3933 -41.6312 218.290163 70.000000 90.000000 0.704629 2.006960 18.750000 21.875000	   1.0000000e+00
174.3829 -41.6246 218.290163 70.000000 90.000000 0.446510 2.006960 21.875000 25.000000	   1.0000000e+00
174.4406 -41.6845 218.290163 70.000000 179.676801 5.383053 2.006960 0.000000 3.125000	   1.0000000e+00
174.4301 -41.6779 218.290163 70.000000 178.958506 3.186531 2.006960 3.125000 6.250000	   1.0000000e+00
174.4196 -41.6713 218.290163 70.000000 171.904986 1.368227 2.006960 6.250000 9.375000	   1.0000000e+00
174.4092 -41.6647 218.290163 70.000000 112.801454 0.561027 2.006960 9.375000 12.500000	   1.0000000e+00
174.3987 -41.6582 218.290163 70.000000 90.000000 0.923516 2.006960 12.500000 15.625000	   1.0000000e+00
174.3883 -41.6516 218.290163 70.000000 90.000000 1.196993 2.006960 15.625000 18.750000	   1.0000000e+00
174.3778 -41.6450 218.290163 70.000000 90.000000 1.155335 2.006960 18.750000 21.875000	   1.0000000e+00
174.3674 -41.6384 218.290163 70.000000 90.000000 0.728552 2.006960 21.875000 25.000000	   1.0000000e+00
174.4251 -41.6983 218.290163 70.000000 179.976344 7.035997 2.006960 0.000000 3.125000	   1.0000000e+00
174.4146 -41.6917 218.290163 70.000000 179.563686 4.228735 2.006960 3.125000 6.250000	   1.0000000e+00
174.4042 -41.6852 218.290163 70.000000 174.158064 1.894396 2.006960 6.250000 9.375000	   1.0000000e+00
174.3937 -41.6786 218.290163 70.000000 120.752383 0.742029 2.006960 9.375000 12.500000	   1.0000000e+00
174.3832 -41.6720 218.290163 70.000000 90.000000 1.204443 2.006960 12.500000 15.625000	   1.0000000e+00
174.3728 -41.6654 218.290163 70.000000 90.000000 1.585734 2.006960 15.625000 18.750000	   1.0000000e+00
174.3623 -41.6588 218.290163 70.000000 90.000000 1.534332 2.006960 18.750000 21.875000	   1.0000000e+00
174.3519 -41.6522 218.290163 70.000000 90.000000 0.964835 2.006960 21.875000 25.000000	   1.0000000e+00
174.4096 -41.7122 218.290163 70.000000 180.000000 8.388042 2.006960 0.000000 3.125000	   1.0000000e+00
174.3991 -41.7056 218.290163 70.000000 180.000000 5.076657 2.006960 3.125000 6.250000	   1.0000000e+00
174.3887 -41.6990 218.290163 70.000000 176.116923 2.294634 2.006960 6.250000 9.375000	   1.0000000e+00
174.3782 -41.6924 218.290163 70.000000 124.692495 0.857442 2.006960 9.375000 12.500000	   1.0000000e+00
174.3677 -41.6858 218.290163 70.000000 90.000000 1.418173 2.006960 12.500000 15.625000	   1.0000000e+00
174.3573 -41.6792 218.290163 70.000000 90.000000 1.895952 2.006960 15.625000 18.750000	   1.0000000e+00
174.3468 -41.6726 218.290163 70.000000 90.000000 1.838311 2.006960 18.750000 21.875000	   1.0000000e+00
174.3364 -41.6661 218.290163 70.000000 90.000000 1.153330 2.006960 21.875000 25.000000	   1.0000000e+00
174.3941 -41.7260 218.290163 70.000000 179.467200 9.306605 2.006960 0.000000 3.125000	   1.0000000e+00
174.3836 -41.7194 218.290163 70.000000 180.000000 5.596345 2.006960 3.125000 6.250000	   1.0000000e+00
174.3731 -41.7128 218.290163 70.000000 177.241325 2.451414 2.006960 6.250000 9.375000	   1.0000000e+00
174.3627 -41.7062 218.290163 70.000000 122.592549 0.890847 2.006960 9.375000 12.500000	   1.0000000e+00
174.3522 -41.6997 218.290163 70.000000 90.000000 1.584016 2.006960 12.500000 15.625000	   1.0000000e+00
174.3418 -41.6931 218.290163 70.000000 90.000000 2.136266 2.006960 15.625000 18.750000	   1.0000000e+00
174.3313 -41.6865 218.290163 70.000000 90.000000 2.070272 2.006960 18.750000 21.875000	   1.0000000e+00
174.3209 -41.6799 218.290163 70.000000 90.000000 1.295199 2.006960 21.875000 25.000000	   1.0000000e+00
174.3786 -41.7398 218.290163 70.000000 177.991196 9.754012 2.006960 0.000000 3.125000	   1.0000000e+00
174.3681 -41.7332 218.290163 70.000000 179.049210 5.706821 2.006960 3.125000 6.250000	   1.0000000e+00
174.3576 -41.7267 218.290163 70.000000 176.526523 2.304013 2.006960 6.250000 9.375000	   1.0000000e+00
174.3472 -41.7201 218.290163 70.000000 112.323198 0.884086 2.006960 9.375000 12.500000	   1.0000000e+00
174.3367 -41.7135 218.290163 70.000000 90.000000 1.725518 2.006960 12.500000 15.625000	   1.0000000e+00
174.3263 -41.7069 218.290163 70.000000 90.000000 2.316558 2.006960 15.625000 18.750000	   1.0000000e+00
174.3158 -41.7003 218.290163 70.000000 90.000000 2.233913 2.006960 18.750000 21.875000	   1.0000000e+00
174.3053 -41.6937 218.290163 70.000000 90.000000 1.391931 2.006960 21.875000 25.000000	   1.0000000e+00
174.3630 -41.7537 218.290163 70.000000 175.152163 9.852904 2.006960 0.000000 3.125000	   1.0000000e+00
174.3526 -41.7471 218.290163 70.000000 176.282252 5.470732 2.006960 3.125000 6.250000	   1.0000000e+00
174.3421 -41.7405 218.290163 70.000000 171.633944 1.943423 2.006960 6.250000 9.375000	   1.0000000e+00
174.3316 -41.7339 218.290163 70.000000 97.384378 0.950996 2.006960 9.375000 12.500000	   1.0000000e+00
174.3212 -41.7273 218.290163 70.000000 90.000000 1.856138 2.006960 12.500000 15.625000	   1.0000000e+00
174.3107 -41.7207 218.290163 70.000000 90.000000 2.439577 2.006960 15.625000 18.750000	   1.0000000e+00
174.3003 -41.7141 218.290163 70.000000 90.000000 2.329381 2.006960 18.750000 21.875000	   1.0000000e+00
174.2898 -41.7075 218.290163 70.000000 90.000000 1.443663 2.006960 21.875000 25.000000	   1.0000000e+00
